Longitudes
78.17789440000001
78.18790903943966
78.19792099978277
78.18790636131291
78.16788243868709
78.15786780021725
78.16787976056035
78.19792635943881
78.21794759861046
78.19791564693017
78.15787315306986
78.13784120138953
78.1578624405612
78.20793831882582
78.207930284446
78.1778944
78.14785851555402
78.14785048117419
78.1778944
