year,month,date,value
2003,11,19,74.76
2003,11,20,79.39
2003,11,21,80.3
2003,11,22,79.73
2003,11,23,76.58
2003,11,24,68.51
2003,11,25,75.38
2003,11,26,76.92
2003,11,27,74.09
2003,11,28,71.34
2003,11,29,69.74
2003,11,30,71.14
2003,12,1,69.62
2003,12,2,63.57
2003,12,3,68.55
2003,12,4,63.71
2003,12,5,65.18
2003,12,6,69.49
2003,12,7,68.84
2003,12,8,43.73
2003,12,9,44.87
2003,12,10,57.82
2003,12,11,63.86
2003,12,12,65.79
2003,12,13,69.07
2003,12,14,68.29
2003,12,15,63.85
2003,12,16,56.51
2003,12,17,55.65
2003,12,18,46.42
2003,12,19,49.11
2003,12,20,51.38
2003,12,21,53.23
2003,12,22,40.63
2003,12,23,49.95
2003,12,24,50.05
2003,12,25,36.11
2003,12,26,40.44
2003,12,27,18.24
2003,12,28,43.2
2003,12,29,32.16
2003,12,30,29.13
2003,12,31,32.92
2004,1,1,37.39
2004,1,2,30.2
2004,1,3,40.38
2004,1,4,43.21
2004,1,5,45.44
2004,1,6,67.46
2004,1,7,41.02
2004,1,8,48.6
2004,1,9,62.79
2004,1,10,36.46
2004,1,11,34.16
2004,1,12,52.62
2004,1,13,53.75
2004,1,14,55.52
2004,1,15,33.45
2004,1,16,30.53
2004,1,17,53.27
2004,1,18,50.75
2004,1,19,24.28
2004,1,20,37.59
2004,1,21,7.98
2004,1,22,21.39
2004,1,23,21.12
2004,1,24,71.27
2004,1,25,71.1
2004,1,26,74.16
2004,1,27,75.25
2004,1,28,66.98
2004,1,29,69.3
2004,1,30,53.41
2004,1,31,62.4
2004,2,1,45.88
2004,2,2,43.04
2004,2,3,86.41
2004,2,4,87.84
2004,2,5,81.28
2004,2,6,81.89
2004,2,7,82.61
2004,2,8,78.98
2004,2,9,83.64
2004,2,10,86.61
2004,2,11,83.34
2004,2,12,79.66
2004,2,13,83.78
2004,2,14,87.36
2004,2,15,88.52
2004,2,16,90.42
2004,2,17,80.45
2004,2,18,84.65
2004,2,19,87.76
2004,2,20,97.37
2004,2,21,100.34
2004,2,22,98.09
2004,2,23,103.95
2004,2,24,101.84
2004,2,25,97.75
2004,2,26,100.2
2004,2,27,94.7
2004,2,28,102.71
2004,2,29,105.32
2004,3,1,110.92
2004,3,2,111.88
2004,3,3,111.56
2004,3,4,111.53
2004,3,5,108.09
2004,3,6,110.19
2004,3,7,106.39
2004,3,8,105.88
2004,3,9,102.06
2004,3,10,107.26
2004,3,11,107.22
2004,3,12,103.63
2004,3,13,105.78
2004,3,14,108.83
2004,3,15,108.36
2004,3,16,106.59
2004,3,17,109.63
2004,3,18,113.64
2004,3,19,117.45
2004,3,20,123.48
2004,3,21,119.14
2004,3,22,115.03
2004,3,23,116.46
2004,3,24,117.55
2004,3,25,120.7
2004,3,26,121.79
2004,3,27,111.8
2004,3,28,123.38
2004,3,29,119.97
2004,3,30,122.37
2004,3,31,123.97
2004,4,1,94.12
2004,4,2,116.35
2004,4,3,119.71
2004,4,4,121.92
2004,4,5,119.09
2004,4,6,96.45
2004,4,7,86.95
2004,4,8,115.71
2004,4,9,123.4
2004,4,10,120.76
2004,4,11,119.8
2004,4,12,129.64
2004,4,13,115.45
2004,4,14,118.55
2004,4,15,119.49
2004,4,16,112.93
2004,4,17,99.62
2004,4,18,102.88
2004,4,19,112.03
2004,4,20,109.68
2004,4,21,115.23
2004,4,22,110.8
2004,4,23,90.91
2004,4,24,95.45
2004,4,25,118.07
2004,4,26,125.37
2004,4,27,128.17
2004,4,28,105.77
2004,4,29,122.15
2004,4,30,118.01
2004,5,1,123.81
2004,5,2,132.8
2004,5,3,138.87
2004,5,4,123.93
2004,5,5,121.8
2004,5,6,135.66
2004,5,7,136.48
2004,5,8,88.21
2004,5,9,108.62
2004,5,10,129.89
2004,5,11,148.57
2004,5,12,128.33
2004,5,13,134.3
2004,5,14,141.47
2004,5,15,138.9
2004,5,16,133.12
2004,5,17,134.5
2004,5,18,144.06
2004,5,19,139.13
2004,5,20,116.54
2004,5,21,106.45
2004,5,22,115.54
2004,5,23,120.05
2004,5,24,101.55
2004,5,25,121.24
2004,5,26,125.91
2004,5,27,116.52
2004,5,28,139.54
2004,5,29,134.66
2004,5,30,136.73
2004,5,31,130.54
2004,6,1,132.15
2004,6,2,134.61
2004,6,3,137.06
2004,6,4,108.69
2004,6,5,123.21
2004,6,6,84.34
2004,6,7,123.73
2004,6,8,133.39
2004,6,9,134.48
2004,6,10,101.2
2004,6,11,134.7
2004,6,12,98.47
2004,6,13,133.2
2004,6,14,129.55
2004,6,15,123.92
2004,6,16,77.7
2004,6,17,57.07
2004,6,18,37.98
2004,6,19,69.47
2004,6,20,86.4
2004,6,21,120.76
2004,6,22,122.88
2004,6,23,95.51
2004,6,24,101.23
2004,6,25,123.09
2004,6,26,138.45
2004,6,27,127.48
2004,6,28,137.22
2004,6,29,139.99
2004,6,30,132.99
2004,7,1,119.51
2004,7,2,100.35
2004,7,3,36.79
2004,7,4,101.26
2004,7,5,111.59
2004,7,6,87.98
2004,7,7,77.48
2004,7,8,31.27
2004,7,9,69.04
2004,7,10,97.3
2004,7,11,111.59
2004,7,12,92.13
2004,7,13,87.86
2004,7,14,97.41
2004,7,15,98.48
2004,7,16,122.38
2004,7,17,116.5
2004,7,18,88.82
2004,7,19,116.4
2004,7,20,124.02
2004,7,21,120.78
2004,7,22,113.34
2004,7,23,114.18
2004,7,24,101.53
2004,7,25,114.74
2004,7,26,90.84
2004,7,27,46.86
2004,7,28,39.68
2004,7,29,119.5
2004,7,30,110.34
2004,7,31,116.42
2004,8,1,101.59
2004,8,2,107.04
2004,8,3,131.01
2004,8,4,115.61
2004,8,5,108.58
2004,8,6,105.3
2004,8,7,123.23
2004,8,8,120.16
2004,8,9,108.59
2004,8,10,105.72
2004,8,11,121.88
2004,8,12,116.18
2004,8,13,113.05
2004,8,14,130.08
2004,8,15,129.18
2004,8,16,99.72
2004,8,17,115.59
2004,8,18,96.87
2004,8,19,91.63
2004,8,20,90.84
2004,8,21,82.62
2004,8,22,105.95
2004,8,23,120.36
2004,8,24,101.55
2004,8,25,88.92
2004,8,26,74.59
2004,8,27,96.33
2004,8,28,113.07
2004,8,29,108.12
2004,8,30,110.06
2004,8,31,116.18
2004,9,1,111.69
2004,9,2,116.51
2004,9,3,119.34
2004,9,4,118.24
2004,9,5,116.0
2004,9,6,103.76
2004,9,7,99.33
2004,9,8,113.3
2004,9,9,115.94
2004,9,10,90.84
2004,9,11,59.19
2004,9,12,105.49
2004,9,13,86.66
2004,9,14,80.96
2004,9,15,68.29
2004,9,16,77.45
2004,9,17,104.7
2004,9,18,75.24
2004,9,19,101.46
2004,9,20,87.27
2004,9,21,20.41
2004,9,22,71.55
2004,9,23,111.32
2004,9,24,107.44
2004,9,25,110.9
2004,9,26,105.91
2004,9,27,106.02
2004,9,28,101.02
2004,9,29,97.62
2004,9,30,91.89
2004,10,1,86.99
2004,10,2,90.93
2004,10,3,61.73
2004,10,4,79.2
2004,10,5,90.91
2004,10,6,100.7
2004,10,7,104.26
2004,10,8,92.8
2004,10,9,92.3
2004,10,10,94.34
2004,10,11,28.7
2004,10,12,91.24
2004,10,13,99.98
2004,10,14,96.68
2004,10,15,103.88
2004,10,16,100.27
2004,10,17,93.35
2004,10,18,95.6
2004,10,19,88.93
2004,10,20,97.03
2004,10,21,95.39
2004,10,22,85.69
2004,10,23,76.36
2004,10,24,74.65
2004,10,25,77.41
2004,10,26,68.34
2004,10,27,87.74
2004,10,28,75.22
2004,10,29,60.43
2004,10,30,76.78
2004,10,31,81.38
2004,11,1,84.27
2004,11,2,86.47
2004,11,3,81.86
2004,11,4,84.61
2004,11,5,80.95
2004,11,6,81.7
2004,11,7,77.98
2004,11,8,77.84
2004,11,9,74.33
2004,11,10,73.81
2004,11,11,64.46
2004,11,12,70.34
2004,11,13,71.46
2004,11,14,73.37
2004,11,15,72.69
2004,11,16,75.15
2004,11,17,66.84
2004,11,18,47.77
2004,11,19,71.31
2004,11,20,65.59
2004,11,21,55.29
2004,11,22,55.22
2004,11,23,50.18
2004,11,24,51.82
2004,11,25,59.52
2004,11,26,58.91
2004,11,27,60.8
2004,11,28,62.2
2004,11,29,71.2
2004,11,30,68.34
2004,12,1,64.07
2004,12,2,61.46
2004,12,3,67.05
2004,12,4,72.7
2004,12,5,71.52
2004,12,6,69.73
2004,12,7,63.05
2004,12,8,65.41
2004,12,9,68.21
2004,12,10,62.96
2004,12,11,52.23
2004,12,12,54.91
2004,12,13,63.88
2004,12,14,64.23
2004,12,15,64.95
2004,12,16,58.29
2004,12,17,43.41
2004,12,18,43.74
2004,12,19,35.55
2004,12,20,38.3
2004,12,21,30.92
2004,12,22,25.88
2004,12,23,30.39
2004,12,24,36.07
2004,12,25,29.51
2004,12,26,53.55
2004,12,27,58.56
2004,12,28,60.59
2004,12,29,62.45
2004,12,30,48.52
2004,12,31,47.09
2005,1,1,33.65
2005,1,2,56.32
2005,1,3,32.73
2005,1,4,70.14
2005,1,5,68.7
2005,1,6,61.47
2005,1,7,65.62
2005,1,8,65.7
2005,1,9,54.76
2005,1,10,54.1
2005,1,11,54.06
2005,1,12,60.76
2005,1,13,69.02
2005,1,14,71.71
2005,1,15,64.8
2005,1,16,52.97
2005,1,17,53.52
2005,1,18,44.82
2005,1,19,77.26
2005,1,20,74.48
2005,1,21,41.34
2005,1,22,47.43
2005,1,23,45.93
2005,1,24,64.6
2005,1,25,55.01
2005,1,26,66.48
2005,1,27,64.37
2005,1,28,54.12
2005,1,29,64.45
2005,1,30,56.92
2005,1,31,19.38
2005,2,1,55.8
2005,2,2,69.74
2005,2,3,74.34
2005,2,4,67.16
2005,2,5,79.02
2005,2,6,53.8
2005,2,7,64.54
2005,2,8,57.07
2005,2,9,84.09
2005,2,10,84.31
2005,2,11,83.02
2005,2,12,88.88
2005,2,13,96.04
2005,2,14,93.63
2005,2,15,76.92
2005,2,16,81.75
2005,2,17,67.45
2005,2,18,82.43
2005,2,19,89.43
2005,2,20,96.57
2005,2,21,85.59
2005,2,22,72.64
2005,2,23,95.34
2005,2,24,97.95
2005,2,25,103.78
2005,2,26,107.73
2005,2,27,106.48
2005,2,28,101.45
2005,3,1,98.44
2005,3,2,103.85
2005,3,3,104.23
2005,3,4,82.54
2005,3,5,51.94
2005,3,6,107.81
2005,3,7,64.48
2005,3,8,97.21
2005,3,9,103.73
2005,3,10,106.66
2005,3,11,81.61
2005,3,12,105.43
2005,3,13,110.85
2005,3,14,108.54
2005,3,15,107.96
2005,3,16,100.08
2005,3,17,94.74
2005,3,18,93.07
2005,3,19,105.81
2005,3,20,109.73
2005,3,21,116.56
2005,3,22,119.4
2005,3,23,125.93
2005,3,24,119.3
2005,3,25,126.26
2005,3,26,122.8
2005,3,27,110.66
2005,3,28,101.69
2005,3,29,126.24
2005,3,30,112.63
2005,3,31,129.93
2005,4,1,124.96
2005,4,2,124.47
2005,4,3,126.41
2005,4,4,120.52
2005,4,5,125.38
2005,4,6,123.57
2005,4,7,114.9
2005,4,8,113.66
2005,4,9,97.05
2005,4,10,111.18
2005,4,11,122.44
2005,4,12,126.34
2005,4,13,131.32
2005,4,14,128.73
2005,4,15,126.18
2005,4,16,123.78
2005,4,17,131.35
2005,4,18,133.67
2005,4,19,129.51
2005,4,20,119.18
2005,4,21,119.62
2005,4,22,108.55
2005,4,23,106.41
2005,4,24,126.29
2005,4,25,106.79
2005,4,26,118.89
2005,4,27,120.94
2005,4,28,118.05
2005,4,29,97.61
2005,4,30,85.98
2005,5,1,111.33
2005,5,2,82.4
2005,5,3,127.89
2005,5,4,102.8
2005,5,5,111.55
2005,5,6,103.38
2005,5,7,121.7
2005,5,8,122.22
2005,5,9,132.66
2005,5,10,137.81
2005,5,11,145.74
2005,5,12,139.91
2005,5,13,135.19
2005,5,14,130.96
2005,5,15,137.94
2005,5,16,139.65
2005,5,17,132.31
2005,5,18,119.5
2005,5,19,135.82
2005,5,20,129.98
2005,5,21,137.36
2005,5,22,125.96
2005,5,23,127.63
2005,5,24,142.15
2005,5,25,142.54
2005,5,26,141.12
2005,5,27,130.64
2005,5,28,146.49
2005,5,29,126.55
2005,5,30,93.65
2005,5,31,133.45
2005,6,1,147.02
2005,6,2,147.75
2005,6,3,134.98
2005,6,4,134.88
2005,6,5,130.7
2005,6,6,99.71
2005,6,7,121.84
2005,6,8,126.95
2005,6,9,143.42
2005,6,10,126.89
2005,6,11,133.07
2005,6,12,130.21
2005,6,13,137.91
2005,6,14,139.63
2005,6,15,147.05
2005,6,16,141.72
2005,6,17,138.15
2005,6,18,137.2
2005,6,19,136.26
2005,6,20,134.03
2005,6,21,135.88
2005,6,22,119.73
2005,6,23,100.16
2005,6,24,82.38
2005,6,25,93.59
2005,6,26,98.79
2005,6,27,101.0
2005,6,28,95.48
2005,6,29,128.02
2005,6,30,126.01
2005,7,1,115.58
2005,7,2,96.36
2005,7,3,81.2
2005,7,4,95.65
2005,7,5,80.96
2005,7,6,77.51
2005,7,7,128.38
2005,7,8,131.23
2005,7,9,110.23
2005,7,10,61.08
2005,7,11,29.17
2005,7,12,58.59
2005,7,13,61.8
2005,7,14,74.16
2005,7,15,90.12
2005,7,16,67.09
2005,7,17,38.28
2005,7,18,37.05
2005,7,19,102.48
2005,7,20,89.69
2005,7,21,89.42
2005,7,22,85.36
2005,7,23,100.74
2005,7,24,105.57
2005,7,25,114.29
2005,7,26,134.1
2005,7,27,125.67
2005,7,28,111.23
2005,7,29,90.7
2005,7,30,113.77
2005,7,31,128.96
2005,8,1,116.2
2005,8,2,116.53
2005,8,3,92.45
2005,8,4,114.57
2005,8,5,88.18
2005,8,6,38.66
2005,8,7,93.71
2005,8,8,122.2
2005,8,9,116.48
2005,8,10,113.99
2005,8,11,114.75
2005,8,12,95.05
2005,8,13,106.93
2005,8,14,80.31
2005,8,15,67.63
2005,8,16,88.14
2005,8,17,110.49
2005,8,18,39.77
2005,8,19,85.2
2005,8,20,89.72
2005,8,21,61.23
2005,8,22,82.44
2005,8,23,76.26
2005,8,24,101.59
2005,8,25,110.99
2005,8,26,120.33
2005,8,27,105.98
2005,8,28,111.2
2005,8,29,119.28
2005,8,30,123.92
2005,8,31,114.07
2005,9,1,89.98
2005,9,2,105.26
2005,9,3,100.12
2005,9,4,101.05
2005,9,5,54.65
2005,9,6,68.33
2005,9,7,97.98
2005,9,8,114.35
2005,9,9,115.66
2005,9,10,115.65
2005,9,11,108.58
2005,9,12,109.7
2005,9,13,111.13
2005,9,14,67.29
2005,9,15,54.87
2005,9,16,45.23
2005,9,17,43.62
2005,9,18,121.13
2005,9,19,108.36
2005,9,20,125.18
2005,9,21,109.12
2005,9,22,76.82
2005,9,23,80.2
2005,9,24,64.85
2005,9,25,37.24
2005,9,26,89.93
2005,9,27,99.12
2005,9,28,103.59
2005,9,29,96.26
2005,9,30,89.34
2005,10,1,81.46
2005,10,2,84.61
2005,10,3,89.45
2005,10,4,84.22
2005,10,5,98.72
2005,10,6,98.41
2005,10,7,80.18
2005,10,8,81.02
2005,10,9,85.52
2005,10,10,86.79
2005,10,11,88.66
2005,10,12,91.32
2005,10,13,99.24
2005,10,14,99.87
2005,10,15,100.75
2005,10,16,98.02
2005,10,17,81.82
2005,10,18,95.18
2005,10,19,86.84
2005,10,20,91.46
2005,10,21,72.2
2005,10,22,76.33
2005,10,23,80.42
2005,10,24,78.41
2005,10,25,80.24
2005,10,26,73.45
2005,10,27,70.04
2005,10,28,71.98
2005,10,29,69.59
2005,10,30,75.02
2005,10,31,70.66
2005,11,1,72.02
2005,11,2,79.52
2005,11,3,77.95
2005,11,4,76.38
2005,11,5,77.85
2005,11,6,80.91
2005,11,7,84.37
2005,11,8,84.02
2005,11,9,87.77
2005,11,10,79.76
2005,11,11,73.73
2005,11,12,76.91
2005,11,13,81.12
2005,11,14,80.72
2005,11,15,79.85
2005,11,16,81.17
2005,11,17,81.69
2005,11,18,79.79
2005,11,19,74.98
2005,11,20,73.54
2005,11,21,70.96
2005,11,22,73.27
2005,11,23,68.36
2005,11,24,68.38
2005,11,25,68.66
2005,11,26,65.8
2005,11,27,65.88
2005,11,28,68.74
2005,11,29,69.23
2005,11,30,68.42
2005,12,1,54.43
2005,12,2,63.98
2005,12,3,67.19
2005,12,4,69.31
2005,12,5,71.27
2005,12,6,67.12
2005,12,7,63.68
2005,12,8,65.77
2005,12,9,64.49
2005,12,10,64.66
2005,12,11,66.73
2005,12,12,67.62
2005,12,13,65.01
2005,12,14,64.35
2005,12,15,62.47
2005,12,16,63.4
2005,12,17,62.71
2005,12,18,64.57
2005,12,19,60.04
2005,12,20,59.03
2005,12,21,56.98
2005,12,22,43.69
2005,12,23,23.75
2005,12,24,58.63
2005,12,25,58.49
2005,12,26,58.75
2005,12,27,45.23
2005,12,28,52.84
2005,12,29,57.18
2005,12,30,52.17
2005,12,31,59.49
2006,1,1,69.58
2006,1,2,66.8
2006,1,3,60.45
2006,1,4,41.02
2006,1,5,47.11
2006,1,6,61.3
2006,1,7,65.76
2006,1,8,70.64
2006,1,9,64.83
2006,1,10,58.16
2006,1,11,62.88
2006,1,12,61.72
2006,1,13,70.34
2006,1,14,73.63
2006,1,15,64.03
2006,1,16,62.7
2006,1,17,57.24
2006,1,18,65.25
2006,1,19,63.49
2006,1,20,78.45
2006,1,21,79.73
2006,1,22,77.5
2006,1,23,78.53
2006,1,24,75.84
2006,1,25,77.91
2006,1,26,73.88
2006,1,27,80.04
2006,1,28,76.36
2006,1,29,74.77
2006,1,30,74.03
2006,1,31,74.26
2006,2,1,84.18
2006,2,2,69.93
2006,2,3,81.84
2006,2,4,86.18
2006,2,5,82.63
2006,2,6,66.67
2006,2,7,69.87
2006,2,8,56.78
2006,2,9,52.49
2006,2,10,67.57
2006,2,11,80.88
2006,2,12,81.04
2006,2,13,81.73
2006,2,14,86.18
2006,2,15,61.98
2006,2,16,85.47
2006,2,17,91.98
2006,2,18,85.98
2006,2,19,91.52
2006,2,20,88.98
2006,2,21,98.45
2006,2,22,103.7
2006,2,23,102.05
2006,2,24,106.01
2006,2,25,103.55
2006,2,26,97.84
2006,2,27,100.47
2006,2,28,108.58
2006,3,1,106.97
2006,3,2,105.75
2006,3,3,106.52
2006,3,4,103.03
2006,3,5,104.29
2006,3,6,102.05
2006,3,7,107.21
2006,3,8,97.48
2006,3,9,93.84
2006,3,10,35.84
2006,3,11,56.46
2006,3,12,93.09
2006,3,13,102.99
2006,3,14,93.98
2006,3,15,88.56
2006,3,16,115.26
2006,3,17,121.72
2006,3,18,119.3
2006,3,19,119.8
2006,3,20,117.88
2006,3,21,114.91
2006,3,22,124.03
2006,3,23,126.94
2006,3,24,123.58
2006,3,25,114.42
2006,3,26,121.62
2006,3,27,122.16
2006,3,28,127.27
2006,3,29,126.07
2006,3,30,126.33
2006,3,31,112.88
2006,4,1,97.56
2006,4,2,120.2
2006,4,3,120.17
2006,4,4,128.69
2006,4,5,133.23
2006,4,6,132.07
2006,4,7,125.61
2006,4,8,127.17
2006,4,9,111.83
2006,4,10,98.52
2006,4,11,119.49
2006,4,12,128.41
2006,4,13,127.62
2006,4,14,132.15
2006,4,15,125.16
2006,4,16,116.0
2006,4,17,96.01
2006,4,18,99.09
2006,4,19,114.17
2006,4,20,122.88
2006,4,21,122.48
2006,4,22,113.15
2006,4,23,123.41
2006,4,24,127.39
2006,4,25,133.33
2006,4,26,126.1
2006,4,27,125.62
2006,4,28,125.35
2006,4,29,134.43
2006,4,30,130.4
2006,5,1,131.09
2006,5,2,130.98
2006,5,3,128.22
2006,5,4,136.67
2006,5,5,135.49
2006,5,6,129.57
2006,5,7,120.95
2006,5,8,115.02
2006,5,9,116.6
2006,5,10,111.55
2006,5,11,128.62
2006,5,12,113.8
2006,5,13,109.58
2006,5,14,124.01
2006,5,15,93.82
2006,5,16,134.32
2006,5,17,116.05
2006,5,18,132.49
2006,5,19,75.82
2006,5,20,111.75
2006,5,21,79.84
2006,5,22,67.12
2006,5,23,104.46
2006,5,24,122.73
2006,5,25,105.09
2006,5,26,113.07
2006,5,27,105.38
2006,5,28,89.64
2006,5,29,113.12
2006,5,30,117.2
2006,5,31,117.55
2006,6,1,103.09
2006,6,2,96.85
2006,6,3,43.48
2006,6,4,69.7
2006,6,5,134.84
2006,6,6,123.84
2006,6,7,133.18
2006,6,8,117.35
2006,6,9,131.16
2006,6,10,136.45
2006,6,11,112.02
2006,6,12,120.66
2006,6,13,106.81
2006,6,14,123.24
2006,6,15,121.49
2006,6,16,119.41
2006,6,17,131.62
2006,6,18,128.53
2006,6,19,133.16
2006,6,20,112.46
2006,6,21,135.63
2006,6,22,139.69
2006,6,23,130.55
2006,6,24,127.27
2006,6,25,105.44
2006,6,26,22.78
2006,6,27,98.38
2006,6,28,48.41
2006,6,29,97.88
2006,6,30,77.27
2006,7,1,122.94
2006,7,2,123.41
2006,7,3,147.57
2006,7,4,141.66
2006,7,5,105.49
2006,7,6,115.65
2006,7,7,100.35
2006,7,8,72.34
2006,7,9,48.47
2006,7,10,71.14
2006,7,11,80.32
2006,7,12,94.6
2006,7,13,68.13
2006,7,14,45.98
2006,7,15,58.84
2006,7,16,64.5
2006,7,17,127.69
2006,7,18,98.66
2006,7,19,89.39
2006,7,20,99.46
2006,7,21,114.84
2006,7,22,117.3
2006,7,23,87.3
2006,7,24,114.91
2006,7,25,91.45
2006,7,26,50.73
2006,7,27,41.05
2006,7,28,95.91
2006,7,29,126.8
2006,7,30,141.62
2006,7,31,125.64
2006,8,1,134.16
2006,8,2,95.17
2006,8,3,114.82
2006,8,4,126.48
2006,8,5,90.27
2006,8,6,119.76
2006,8,7,90.13
2006,8,8,114.16
2006,8,9,116.37
2006,8,10,127.65
2006,8,11,126.35
2006,8,12,126.92
2006,8,13,133.23
2006,8,14,115.2
2006,8,15,119.3
2006,8,16,134.05
2006,8,17,125.17
2006,8,18,121.12
2006,8,19,92.4
2006,8,20,116.31
2006,8,21,118.16
2006,8,22,77.66
2006,8,23,115.35
2006,8,24,94.23
2006,8,25,61.94
2006,8,26,65.38
2006,8,27,83.45
2006,8,28,102.67
2006,8,29,92.31
2006,8,30,89.34
2006,8,31,108.38
2006,9,1,104.38
2006,9,2,47.02
2006,9,3,123.15
2006,9,4,104.65
2006,9,5,122.6
2006,9,6,111.28
2006,9,7,104.26
2006,9,8,120.07
2006,9,9,98.56
2006,9,10,86.42
2006,9,11,107.13
2006,9,12,113.62
2006,9,13,111.55
2006,9,14,99.06
2006,9,15,106.7
2006,9,16,91.3
2006,9,17,98.56
2006,9,18,101.27
2006,9,19,106.25
2006,9,20,110.89
2006,9,21,94.48
2006,9,22,95.62
2006,9,23,84.27
2006,9,24,101.41
2006,9,25,117.55
2006,9,26,105.0
2006,9,27,109.18
2006,9,28,109.16
2006,9,29,105.48
2006,9,30,109.24
2006,10,1,100.97
2006,10,2,105.19
2006,10,3,94.37
2006,10,4,104.44
2006,10,5,98.65
2006,10,6,99.57
2006,10,7,101.56
2006,10,8,92.59
2006,10,9,80.83
2006,10,10,97.29
2006,10,11,94.88
2006,10,12,94.48
2006,10,13,87.01
2006,10,14,83.26
2006,10,15,96.9
2006,10,16,97.75
2006,10,17,94.84
2006,10,18,85.88
2006,10,19,32.44
2006,10,20,88.84
2006,10,21,90.45
2006,10,22,87.41
2006,10,23,91.52
2006,10,24,97.69
2006,10,25,98.01
2006,10,26,95.55
2006,10,27,95.2
2006,10,28,90.04
2006,10,29,83.34
2006,10,30,69.85
2006,10,31,63.09
2006,11,1,67.38
2006,11,2,36.73
2006,11,3,74.82
2006,11,4,74.83
2006,11,5,75.05
2006,11,6,68.52
2006,11,7,58.64
2006,11,8,53.94
2006,11,9,68.9
2006,11,10,76.23
2006,11,11,69.41
2006,11,12,54.62
2006,11,13,58.55
2006,11,14,63.79
2006,11,15,66.47
2006,11,16,71.25
2006,11,17,73.18
2006,11,18,71.68
2006,11,19,76.59
2006,11,20,80.07
2006,11,21,77.24
2006,11,22,72.97
2006,11,23,73.8
2006,11,24,75.07
2006,11,25,75.31
2006,11,26,74.2
2006,11,27,72.7
2006,11,28,68.8
2006,11,29,70.52
2006,11,30,75.23
2006,12,1,76.18
2006,12,2,75.56
2006,12,3,71.87
2006,12,4,60.85
2006,12,5,59.66
2006,12,6,67.24
2006,12,7,50.81
2006,12,8,56.41
2006,12,9,57.25
2006,12,10,46.91
2006,12,11,40.38
2006,12,12,59.34
2006,12,13,62.2
2006,12,14,67.55
2006,12,15,67.84
2006,12,16,65.45
2006,12,17,68.34
2006,12,18,65.58
2006,12,19,57.93
2006,12,20,47.63
2006,12,21,58.05
2006,12,22,64.05
2006,12,23,57.12
2006,12,24,60.36
2006,12,25,66.23
2006,12,26,58.75
2006,12,27,59.44
2006,12,28,59.91
2006,12,29,35.55
2006,12,30,36.11
2006,12,31,45.16
2007,1,1,66.33
2007,1,2,63.29
2007,1,3,61.23
2007,1,4,70.51
2007,1,5,71.06
2007,1,6,66.87
2007,1,7,66.84
2007,1,8,62.23
2007,1,9,61.36
2007,1,10,57.35
2007,1,11,53.93
2007,1,12,53.76
2007,1,13,66.93
2007,1,14,70.41
2007,1,15,66.55
2007,1,16,67.46
2007,1,17,67.46
2007,1,18,65.57
2007,1,19,68.85
2007,1,20,71.39
2007,1,21,74.63
2007,1,22,74.55
2007,1,23,67.88
2007,1,24,65.51
2007,1,25,71.24
2007,1,26,73.29
2007,1,27,68.25
2007,1,28,56.92
2007,1,29,63.11
2007,1,30,48.7
2007,1,31,78.73
2007,2,1,76.9
2007,2,2,62.07
2007,2,3,56.44
2007,2,4,62.1
2007,2,5,74.8
2007,2,6,63.82
2007,2,7,49.55
2007,2,8,53.59
2007,2,9,59.35
2007,2,10,18.68
2007,2,11,19.65
2007,2,12,50.49
2007,2,13,40.55
2007,2,14,82.64
2007,2,15,83.45
2007,2,16,84.31
2007,2,17,88.02
2007,2,18,95.04
2007,2,19,96.85
2007,2,20,99.76
2007,2,21,101.07
2007,2,22,100.49
2007,2,23,98.49
2007,2,24,93.43
2007,2,25,39.25
2007,2,26,97.16
2007,2,27,96.7
2007,2,28,88.68
2007,3,1,70.8
2007,3,2,107.84
2007,3,3,111.28
2007,3,4,110.06
2007,3,5,114.69
2007,3,6,114.19
2007,3,7,115.63
2007,3,8,112.42
2007,3,9,99.54
2007,3,10,94.55
2007,3,11,106.75
2007,3,12,76.69
2007,3,13,82.12
2007,3,14,86.77
2007,3,15,120.95
2007,3,16,109.57
2007,3,17,117.76
2007,3,18,110.7
2007,3,19,105.21
2007,3,20,105.82
2007,3,21,111.22
2007,3,22,119.82
2007,3,23,125.3
2007,3,24,126.92
2007,3,25,125.26
2007,3,26,128.2
2007,3,27,127.23
2007,3,28,124.2
2007,3,29,121.97
2007,3,30,117.98
2007,3,31,120.9
2007,4,1,118.41
2007,4,2,126.88
2007,4,3,134.6
2007,4,4,133.55
2007,4,5,124.88
2007,4,6,130.81
2007,4,7,109.12
2007,4,8,106.02
2007,4,9,100.23
2007,4,10,130.36
2007,4,11,126.77
2007,4,12,121.61
2007,4,13,121.2
2007,4,14,111.82
2007,4,15,105.38
2007,4,16,91.5
2007,4,17,107.38
2007,4,18,62.6
2007,4,19,121.76
2007,4,20,128.06
2007,4,21,118.94
2007,4,22,126.52
2007,4,23,131.76
2007,4,24,128.64
2007,4,25,130.41
2007,4,26,125.26
2007,4,27,127.76
2007,4,28,126.0
2007,4,29,117.94
2007,4,30,122.17
2007,5,1,128.92
2007,5,2,102.63
2007,5,3,83.46
2007,5,4,93.98
2007,5,5,105.95
2007,5,6,125.3
2007,5,7,130.81
2007,5,8,135.55
2007,5,9,108.73
2007,5,10,132.42
2007,5,11,118.41
2007,5,12,107.55
2007,5,13,138.41
