year,month,date,value
2007,5,14,131.84
2007,5,15,113.13
2007,5,16,104.88
2007,5,17,114.52
2007,5,18,120.09
2007,5,19,88.52
2007,5,20,128.18
2007,5,21,131.74
2007,5,22,137.48
2007,5,23,137.34
2007,5,24,141.43
2007,5,25,123.59
2007,5,26,122.09
2007,5,27,125.38
2007,5,28,135.23
2007,5,29,131.26
2007,5,30,120.7
2007,5,31,139.4
2007,6,1,136.49
2007,6,2,139.99
2007,6,3,135.51
2007,6,4,102.21
2007,6,5,134.09
2007,6,6,138.27
2007,6,7,139.79
2007,6,8,141.29
2007,6,9,139.16
2007,6,10,125.52
2007,6,11,108.62
2007,6,12,72.95
2007,6,13,43.05
2007,6,14,45.42
2007,6,15,67.26
2007,6,16,85.71
2007,6,17,116.66
2007,6,18,113.15
2007,6,19,139.45
2007,6,20,121.34
2007,6,21,114.41
2007,6,22,135.12
2007,6,23,136.82
2007,6,24,137.46
2007,6,25,129.25
2007,6,26,100.84
2007,6,27,97.22
2007,6,28,109.02
2007,6,29,146.07
2007,6,30,134.62
2007,7,1,118.82
2007,7,2,117.38
2007,7,3,90.9
2007,7,4,104.67
2007,7,5,111.93
2007,7,6,125.58
2007,7,7,105.47
2007,7,8,108.92
2007,7,9,91.57
2007,7,10,137.12
2007,7,11,121.65
2007,7,12,92.94
2007,7,13,38.12
2007,7,14,91.17
2007,7,15,122.83
2007,7,16,80.2
2007,7,17,99.62
2007,7,18,94.58
2007,7,19,116.91
2007,7,20,102.98
2007,7,21,59.95
2007,7,22,58.3
2007,7,23,42.85
2007,7,24,66.48
2007,7,25,43.16
2007,7,26,25.45
2007,7,27,37.7
2007,7,28,72.24
2007,7,29,92.9
2007,7,30,83.91
2007,7,31,60.61
2007,8,1,48.62
2007,8,2,64.68
2007,8,3,79.29
2007,8,4,99.75
2007,8,5,120.32
2007,8,6,129.52
2007,8,7,127.77
2007,8,8,120.65
2007,8,9,101.18
2007,8,10,125.73
2007,8,11,108.71
2007,8,12,56.17
2007,8,13,57.9
2007,8,14,59.25
2007,8,15,86.79
2007,8,16,105.42
2007,8,17,106.7
2007,8,18,60.19
2007,8,19,96.84
2007,8,20,118.04
2007,8,21,117.34
2007,8,22,108.82
2007,8,23,126.36
2007,8,24,68.82
2007,8,25,90.61
2007,8,26,55.78
2007,8,27,83.95
2007,8,28,72.16
2007,8,29,86.07
2007,8,30,99.16
2007,8,31,30.59
2007,9,1,116.96
2007,9,2,102.75
2007,9,3,92.84
2007,9,4,55.82
2007,9,5,76.09
2007,9,6,63.38
2007,9,7,101.36
2007,9,8,109.65
2007,9,9,103.77
2007,9,10,108.16
2007,9,11,108.38
2007,9,12,120.36
2007,9,13,121.77
2007,9,14,113.88
2007,9,15,119.84
2007,9,16,113.09
2007,9,17,109.47
2007,9,18,97.03
2007,9,19,79.46
2007,9,20,117.95
2007,9,21,120.49
2007,9,22,122.14
2007,9,23,119.34
2007,9,24,51.81
2007,9,25,26.07
2007,9,26,29.09
2007,9,27,55.34
2007,9,28,71.14
2007,9,29,83.12
2007,9,30,80.56
2007,10,1,110.47
2007,10,2,108.83
2007,10,3,110.91
2007,10,4,96.17
2007,10,5,96.21
2007,10,6,106.8
2007,10,7,111.36
2007,10,8,108.8
2007,10,9,106.67
2007,10,10,101.53
2007,10,11,96.54
2007,10,12,93.27
2007,10,13,99.52
2007,10,14,93.43
2007,10,15,56.3
2007,10,16,79.4
2007,10,17,70.6
2007,10,18,80.42
2007,10,19,88.44
2007,10,20,87.77
2007,10,21,80.45
2007,10,22,79.06
2007,10,23,85.49
2007,10,24,83.52
2007,10,25,82.68
2007,10,26,79.94
2007,10,27,78.77
2007,10,28,80.67
2007,10,29,81.37
2007,10,30,75.13
2007,10,31,75.01
2007,11,1,78.1
2007,11,2,74.92
2007,11,3,70.4
2007,11,4,68.12
2007,11,5,71.77
2007,11,6,65.52
2007,11,7,61.36
2007,11,8,63.16
2007,11,9,57.74
2007,11,10,63.8
2007,11,11,69.65
2007,11,12,67.63
2007,11,13,63.69
2007,11,14,72.02
2007,11,15,81.81
2007,11,16,82.52
2007,11,17,78.4
2007,11,18,67.62
2007,11,19,63.56
2007,11,20,73.56
2007,11,21,74.51
2007,11,22,72.78
2007,11,23,75.27
2007,11,24,73.97
2007,11,25,69.35
2007,11,26,71.35
2007,11,27,67.52
2007,11,28,60.28
2007,11,29,56.8
2007,11,30,58.02
2007,12,1,71.02
2007,12,2,56.99
2007,12,3,53.49
2007,12,4,64.55
2007,12,5,66.08
2007,12,6,55.75
2007,12,7,49.73
2007,12,8,60.35
2007,12,9,44.29
2007,12,10,46.8
2007,12,11,17.67
2007,12,12,35.49
2007,12,13,47.38
2007,12,14,59.12
2007,12,15,61.15
2007,12,16,65.64
2007,12,17,65.32
2007,12,18,64.94
2007,12,19,61.37
2007,12,20,55.59
2007,12,21,62.98
2007,12,22,71.18
2007,12,23,60.41
2007,12,24,62.46
2007,12,25,66.3
2007,12,26,63.91
2007,12,27,65.42
2007,12,28,72.36
2007,12,29,65.84
2007,12,30,64.27
2007,12,31,68.55
2008,1,1,70.75
2008,1,2,54.55
2008,1,3,55.49
2008,1,4,62.49
2008,1,5,62.24
2008,1,6,41.22
2008,1,7,62.88
2008,1,8,58.06
2008,1,9,51.2
2008,1,10,58.79
2008,1,11,65.43
2008,1,12,75.18
2008,1,13,75.63
2008,1,14,77.39
2008,1,15,73.4
2008,1,16,72.59
2008,1,17,43.06
2008,1,18,48.69
2008,1,19,61.6
2008,1,20,61.35
2008,1,21,78.99
2008,1,22,40.73
2008,1,23,49.01
2008,1,24,59.31
2008,1,25,49.59
2008,1,26,65.55
2008,1,27,71.26
2008,1,28,49.45
2008,1,29,70.01
2008,1,30,64.29
2008,1,31,62.87
2008,2,1,75.96
2008,2,2,81.33
2008,2,3,53.0
2008,2,4,69.27
2008,2,5,66.72
2008,2,6,49.63
2008,2,7,65.72
2008,2,8,43.52
2008,2,9,80.14
2008,2,10,83.55
2008,2,11,85.66
2008,2,12,95.08
2008,2,13,98.19
2008,2,14,93.3
2008,2,15,89.08
2008,2,16,94.69
2008,2,17,85.45
2008,2,18,87.81
2008,2,19,76.66
2008,2,20,77.77
2008,2,21,83.88
2008,2,22,92.1
2008,2,23,84.17
2008,2,24,81.49
2008,2,25,93.8
2008,2,26,99.34
2008,2,27,97.92
2008,2,28,95.33
2008,2,29,93.47
2008,3,1,91.3
2008,3,2,90.14
2008,3,3,91.34
2008,3,4,84.31
2008,3,5,93.95
2008,3,6,93.23
2008,3,7,99.0
2008,3,8,103.6
2008,3,9,98.41
2008,3,10,103.58
2008,3,11,47.88
2008,3,12,85.87
2008,3,13,71.61
2008,3,14,107.2
2008,3,15,112.91
2008,3,16,111.45
2008,3,17,113.87
2008,3,18,115.12
2008,3,19,107.99
2008,3,20,110.87
2008,3,21,117.4
2008,3,22,119.4
2008,3,23,112.84
2008,3,24,117.45
2008,3,25,113.23
2008,3,26,117.31
2008,3,27,116.49
2008,3,28,114.71
2008,3,29,94.9
2008,3,30,114.33
2008,3,31,95.77
2008,4,1,92.61
2008,4,2,122.04
2008,4,3,82.59
2008,4,4,107.42
2008,4,5,75.5
2008,4,6,119.48
2008,4,7,133.26
2008,4,8,129.71
2008,4,9,131.29
2008,4,10,129.91
2008,4,11,130.11
2008,4,12,120.9
2008,4,13,132.31
2008,4,14,131.55
2008,4,15,125.02
2008,4,16,122.73
2008,4,17,118.3
2008,4,18,135.83
2008,4,19,136.45
2008,4,20,137.59
2008,4,21,135.5
2008,4,22,132.08
2008,4,23,133.08
2008,4,24,134.47
2008,4,25,130.85
2008,4,26,131.3
2008,4,27,126.35
2008,4,28,132.76
2008,4,29,129.48
2008,4,30,131.41
2008,5,1,132.35
2008,5,2,117.56
2008,5,3,122.62
2008,5,4,125.05
2008,5,5,108.02
2008,5,6,127.68
2008,5,7,118.57
2008,5,8,120.06
2008,5,9,123.66
2008,5,10,120.32
2008,5,11,121.82
2008,5,12,122.0
2008,5,13,122.77
2008,5,14,102.05
2008,5,15,128.38
2008,5,16,122.84
2008,5,17,124.84
2008,5,18,113.06
2008,5,19,104.53
2008,5,20,110.34
2008,5,21,65.78
2008,5,22,73.78
2008,5,23,62.54
2008,5,24,130.27
2008,5,25,131.27
2008,5,26,95.43
2008,5,27,140.8
2008,5,28,140.39
2008,5,29,130.91
2008,5,30,141.41
2008,5,31,135.84
2008,6,1,132.7
2008,6,2,120.12
2008,6,3,107.79
2008,6,4,127.2
2008,6,5,103.71
2008,6,6,106.08
2008,6,7,57.78
2008,6,8,99.95
2008,6,9,109.33
2008,6,10,122.48
2008,6,11,116.33
2008,6,12,110.91
2008,6,13,89.98
2008,6,14,90.67
2008,6,15,49.37
2008,6,16,92.8
2008,6,17,44.75
2008,6,18,62.26
2008,6,19,77.66
2008,6,20,82.23
2008,6,21,96.77
2008,6,22,115.39
2008,6,23,108.84
2008,6,24,113.18
2008,6,25,94.27
2008,6,26,107.27
2008,6,27,24.91
2008,6,28,91.62
2008,6,29,63.67
2008,6,30,76.37
2008,7,1,84.48
2008,7,2,107.67
2008,7,3,71.81
2008,7,4,44.17
2008,7,5,51.52
2008,7,6,60.02
2008,7,7,106.16
2008,7,8,122.2
2008,7,9,115.74
2008,7,10,133.26
2008,7,11,96.05
2008,7,12,89.31
2008,7,13,31.52
2008,7,14,79.78
2008,7,15,89.99
2008,7,16,76.42
2008,7,17,68.09
2008,7,18,67.71
2008,7,19,48.52
2008,7,20,67.2
2008,7,21,61.39
2008,7,22,63.54
2008,7,23,40.41
2008,7,24,66.84
2008,7,25,89.59
2008,7,26,91.52
2008,7,27,108.53
2008,7,28,125.41
2008,7,29,133.48
2008,7,30,87.86
2008,7,31,61.35
2008,8,1,103.42
2008,8,2,121.1
2008,8,3,99.91
2008,8,4,73.34
2008,8,5,100.95
2008,8,6,77.87
2008,8,7,74.32
2008,8,8,88.06
2008,8,9,136.45
2008,8,10,121.0
2008,8,11,116.82
2008,8,12,62.54
2008,8,13,58.16
2008,8,14,68.44
2008,8,15,64.91
2008,8,16,91.43
2008,8,17,33.72
2008,8,18,51.38
2008,8,19,69.33
2008,8,20,45.48
2008,8,21,88.91
2008,8,22,85.33
2008,8,23,86.59
2008,8,24,119.63
2008,8,25,109.53
2008,8,26,60.02
2008,8,27,78.63
2008,8,28,102.09
2008,8,29,120.05
2008,8,30,121.3
2008,8,31,123.88
2008,9,1,117.22
2008,9,2,115.67
2008,9,3,112.93
2008,9,4,109.64
2008,9,5,107.37
2008,9,6,114.41
2008,9,7,118.83
2008,9,8,122.73
2008,9,9,105.92
2008,9,10,108.89
2008,9,11,89.98
2008,9,12,106.25
2008,9,13,113.3
2008,9,14,114.59
2008,9,15,118.24
2008,9,16,122.92
2008,9,17,121.0
2008,9,18,88.49
2008,9,19,34.03
2008,9,20,58.86
2008,9,21,40.45
2008,9,22,60.73
2008,9,23,94.66
2008,9,24,105.62
2008,9,25,114.23
2008,9,26,112.15
2008,9,27,107.01
2008,9,28,104.22
2008,9,29,93.92
2008,9,30,83.43
2008,10,1,91.48
2008,10,2,100.17
2008,10,3,99.93
2008,10,4,77.16
2008,10,5,80.25
2008,10,6,88.62
2008,10,7,99.07
2008,10,8,96.8
2008,10,9,99.29
2008,10,10,94.6
2008,10,11,89.27
2008,10,12,86.34
2008,10,13,84.91
2008,10,14,86.62
2008,10,15,83.65
2008,10,16,95.41
2008,10,17,99.71
2008,10,18,97.82
2008,10,19,97.04
2008,10,20,99.31
2008,10,21,96.39
2008,10,22,91.73
2008,10,23,82.86
2008,10,24,83.37
2008,10,25,90.24
2008,10,26,94.6
2008,10,27,82.23
2008,10,28,67.32
2008,10,29,71.27
2008,10,30,65.82
2008,10,31,70.72
2008,11,1,78.75
2008,11,2,85.53
2008,11,3,84.3
2008,11,4,82.19
2008,11,5,75.54
2008,11,6,66.55
2008,11,7,65.95
2008,11,8,67.7
2008,11,9,74.6
2008,11,10,75.09
2008,11,11,70.57
2008,11,12,60.46
2008,11,13,59.95
2008,11,14,66.31
2008,11,15,72.58
2008,11,16,76.28
2008,11,17,81.12
2008,11,18,77.77
2008,11,19,41.01
2008,11,20,55.7
2008,11,21,68.66
2008,11,22,74.35
2008,11,23,71.77
2008,11,24,69.78
2008,11,25,66.44
2008,11,26,65.07
2008,11,27,71.94
2008,11,28,72.15
2008,11,29,66.66
2008,11,30,60.62
2008,12,1,45.94
2008,12,2,65.47
2008,12,3,70.65
2008,12,4,69.4
2008,12,5,61.33
2008,12,6,61.43
2008,12,7,61.66
2008,12,8,46.01
2008,12,9,57.37
2008,12,10,54.48
2008,12,11,52.11
2008,12,12,54.92
2008,12,13,58.8
2008,12,14,61.4
2008,12,15,69.09
2008,12,16,61.73
2008,12,17,52.85
2008,12,18,56.3
2008,12,19,23.17
2008,12,20,45.34
2008,12,21,43.55
2008,12,22,51.26
2008,12,23,72.97
2008,12,24,65.33
2008,12,25,57.72
2008,12,26,52.51
2008,12,27,44.31
2008,12,28,46.38
2008,12,29,48.85
2008,12,30,40.77
2008,12,31,47.41
2009,1,1,52.86
2009,1,2,39.38
2009,1,3,39.64
2009,1,4,47.62
2009,1,5,58.07
2009,1,6,55.66
2009,1,7,41.93
2009,1,8,37.92
2009,1,9,42.29
2009,1,10,59.46
2009,1,11,68.94
2009,1,12,61.57
2009,1,13,66.48
2009,1,14,69.96
2009,1,15,62.21
2009,1,16,53.09
2009,1,17,54.58
2009,1,18,56.95
2009,1,19,67.87
2009,1,20,71.55
2009,1,21,70.02
2009,1,22,57.76
2009,1,23,76.34
2009,1,24,68.2
2009,1,25,45.98
2009,1,26,54.92
2009,1,27,79.68
2009,1,28,81.73
2009,1,29,75.72
2009,1,30,70.54
2009,1,31,81.02
2009,2,1,82.61
2009,2,2,76.47
2009,2,3,75.05
2009,2,4,81.94
2009,2,5,83.15
2009,2,6,85.47
2009,2,7,83.16
2009,2,8,87.81
2009,2,9,88.27
2009,2,10,76.53
2009,2,11,74.76
2009,2,12,87.02
2009,2,13,80.57
2009,2,14,88.29
2009,2,15,95.67
2009,2,16,98.72
2009,2,17,96.05
2009,2,18,96.77
2009,2,19,101.48
2009,2,20,98.17
2009,2,21,99.58
2009,2,22,98.62
2009,2,23,93.8
2009,2,24,95.5
2009,2,25,100.51
2009,2,26,101.91
2009,2,27,107.68
2009,2,28,110.93
2009,3,1,109.48
2009,3,2,103.75
2009,3,3,103.59
2009,3,4,100.27
2009,3,5,104.66
2009,3,6,106.63
2009,3,7,105.04
2009,3,8,107.02
2009,3,9,106.03
2009,3,10,112.32
2009,3,11,113.84
2009,3,12,108.56
2009,3,13,110.5
2009,3,14,101.4
2009,3,15,100.83
2009,3,16,102.68
2009,3,17,104.2
2009,3,18,113.07
2009,3,19,104.6
2009,3,20,85.0
2009,3,21,82.02
2009,3,22,114.59
2009,3,23,116.88
2009,3,24,116.92
2009,3,25,86.61
2009,3,26,119.76
2009,3,27,104.67
2009,3,28,120.14
2009,3,29,116.77
2009,3,30,118.24
2009,3,31,131.17
2009,4,1,125.8
2009,4,2,124.55
2009,4,3,118.02
2009,4,4,122.16
2009,4,5,130.28
2009,4,6,89.16
2009,4,7,116.89
2009,4,8,93.42
2009,4,9,127.77
2009,4,10,136.41
2009,4,11,139.04
2009,4,12,136.67
2009,4,13,133.78
2009,4,14,137.17
2009,4,15,131.55
2009,4,16,110.7
2009,4,17,131.73
2009,4,18,137.89
2009,4,19,135.52
2009,4,20,133.28
2009,4,21,124.22
2009,4,22,123.31
2009,4,23,131.52
2009,4,24,128.67
2009,4,25,133.2
2009,4,26,133.03
2009,4,27,130.87
2009,4,28,124.61
2009,4,29,123.77
2009,4,30,129.12
2009,5,1,130.5
2009,5,2,116.84
2009,5,3,114.52
2009,5,4,129.45
2009,5,5,132.73
2009,5,6,133.68
2009,5,7,143.24
2009,5,8,138.72
2009,5,9,118.05
2009,5,10,96.17
2009,5,11,118.7
2009,5,12,134.39
2009,5,13,127.43
2009,5,14,126.16
2009,5,15,124.02
2009,5,16,120.33
2009,5,17,123.46
2009,5,18,120.09
2009,5,19,117.65
2009,5,20,123.2
2009,5,21,133.55
2009,5,22,130.88
2009,5,23,138.52
2009,5,24,139.2
2009,5,25,139.91
2009,5,26,131.05
2009,5,27,137.3
2009,5,28,120.72
2009,5,29,130.49
2009,5,30,84.86
2009,5,31,111.63
2009,6,1,133.0
2009,6,2,126.85
2009,6,3,130.23
2009,6,4,140.4
2009,6,5,124.83
2009,6,6,123.88
2009,6,7,138.15
2009,6,8,146.39
2009,6,9,145.65
2009,6,10,143.73
2009,6,11,136.27
2009,6,12,131.69
2009,6,13,127.83
2009,6,14,121.35
2009,6,15,134.38
2009,6,16,136.45
2009,6,17,144.38
2009,6,18,145.41
2009,6,19,151.56
2009,6,20,139.38
2009,6,21,141.07
2009,6,22,145.31
2009,6,23,144.93
2009,6,24,133.52
2009,6,25,117.95
2009,6,26,103.32
2009,6,27,110.29
2009,6,28,69.48
2009,6,29,81.84
2009,6,30,93.32
2009,7,1,108.78
2009,7,2,107.8
2009,7,3,122.55
2009,7,4,116.73
2009,7,5,117.84
2009,7,6,115.58
2009,7,7,124.02
2009,7,8,113.79
2009,7,9,108.34
2009,7,10,126.79
2009,7,11,124.82
2009,7,12,84.1
2009,7,13,45.32
2009,7,14,135.05
2009,7,15,120.05
2009,7,16,126.13
2009,7,17,110.45
2009,7,18,109.76
2009,7,19,99.86
2009,7,20,135.48
2009,7,21,123.28
2009,7,22,122.45
2009,7,23,106.52
2009,7,24,101.73
2009,7,25,120.08
2009,7,26,118.81
2009,7,27,71.26
2009,7,28,52.28
2009,7,29,104.31
2009,7,30,117.2
2009,7,31,106.09
2009,8,1,120.4
2009,8,2,105.05
2009,8,3,111.49
2009,8,4,104.2
2009,8,5,108.95
2009,8,6,65.47
2009,8,7,82.83
2009,8,8,111.09
2009,8,9,112.3
2009,8,10,89.4
2009,8,11,104.44
2009,8,12,126.87
2009,8,13,73.75
2009,8,14,60.96
2009,8,15,77.09
2009,8,16,52.13
2009,8,17,54.18
2009,8,18,76.43
2009,8,19,81.22
2009,8,20,109.95
2009,8,21,115.38
2009,8,22,119.18
2009,8,23,122.2
2009,8,24,106.61
2009,8,25,78.77
2009,8,26,127.26
2009,8,27,119.8
2009,8,28,111.63
2009,8,29,112.65
2009,8,30,96.28
2009,8,31,97.15
2009,9,1,118.32
2009,9,2,76.55
2009,9,3,66.98
2009,9,4,53.66
2009,9,5,81.94
2009,9,6,93.68
2009,9,7,68.3
2009,9,8,60.98
2009,9,9,107.12
2009,9,10,64.02
2009,9,11,18.4
2009,9,12,94.35
2009,9,13,100.27
2009,9,14,101.81
2009,9,15,111.5
2009,9,16,111.59
2009,9,17,111.36
2009,9,18,113.15
2009,9,19,110.18
2009,9,20,101.42
2009,9,21,100.81
2009,9,22,85.25
2009,9,23,90.31
2009,9,24,90.13
2009,9,25,74.0
2009,9,26,97.52
2009,9,27,109.62
2009,9,28,108.84
2009,9,29,112.85
2009,9,30,112.99
2009,10,1,115.27
2009,10,2,108.78
2009,10,3,79.17
2009,10,4,40.13
2009,10,5,66.76
2009,10,6,35.88
2009,10,7,64.05
2009,10,8,96.77
2009,10,9,94.3
2009,10,10,101.4
2009,10,11,98.55
2009,10,12,99.05
2009,10,13,99.61
2009,10,14,98.52
2009,10,15,99.67
2009,10,16,100.53
2009,10,17,94.63
2009,10,18,94.91
2009,10,19,91.85
2009,10,20,92.84
2009,10,21,92.74
2009,10,22,97.06
2009,10,23,96.91
2009,10,24,91.13
2009,10,25,93.79
2009,10,26,89.77
2009,10,27,91.16
2009,10,28,90.09
2009,10,29,84.37
2009,10,30,79.62
2009,10,31,82.86
2009,11,1,73.84
2009,11,2,80.12
2009,11,3,87.87
2009,11,4,78.28
2009,11,5,87.22
2009,11,6,88.43
2009,11,7,79.81
2009,11,8,67.85
2009,11,9,64.3
2009,11,10,72.73
2009,11,11,43.5
2009,11,12,20.62
2009,11,13,45.68
2009,11,14,49.02
2009,11,15,70.42
2009,11,16,45.3
2009,11,17,40.66
2009,11,18,69.69
2009,11,19,74.41
2009,11,20,74.41
2009,11,21,68.02
2009,11,22,71.65
2009,11,23,66.19
2009,11,24,70.95
2009,11,25,71.91
2009,11,26,72.41
2009,11,27,73.2
2009,11,28,65.88
2009,11,29,59.48
2009,11,30,63.52
2009,12,1,61.7
2009,12,2,54.6
2009,12,3,60.24
2009,12,4,62.02
2009,12,5,60.02
2009,12,6,61.25
2009,12,7,64.63
2009,12,8,66.27
2009,12,9,67.16
2009,12,10,56.17
2009,12,11,59.88
2009,12,12,57.66
2009,12,13,55.53
2009,12,14,56.08
2009,12,15,23.98
2009,12,16,57.19
2009,12,17,61.41
2009,12,18,64.26
2009,12,19,67.1
2009,12,20,64.35
2009,12,21,62.56
2009,12,22,67.24
2009,12,23,64.8
2009,12,24,67.8
2009,12,25,63.82
2009,12,26,56.07
2009,12,27,57.21
2009,12,28,59.76
2009,12,29,60.92
2009,12,30,21.87
2009,12,31,41.46
2010,1,1,39.72
2010,1,2,24.97
2010,1,3,26.57
2010,1,4,24.87
2010,1,5,21.83
2010,1,6,57.73
2010,1,7,64.38
2010,1,8,53.31
2010,1,9,23.42
2010,1,10,17.3
2010,1,11,26.84
2010,1,12,35.46
2010,1,13,26.5
2010,1,14,50.18
2010,1,15,39.68
2010,1,16,27.88
2010,1,17,25.23
2010,1,18,24.38
2010,1,19,34.46
2010,1,20,48.7
2010,1,21,50.56
2010,1,22,44.43
2010,1,23,45.53
2010,1,24,43.66
2010,1,25,55.61
2010,1,26,74.01
2010,1,27,69.06
2010,1,28,63.49
2010,1,29,67.99
2010,1,30,79.3
2010,1,31,80.89
2010,2,1,75.17
2010,2,2,81.78
2010,2,3,86.09
2010,2,4,87.58
2010,2,5,83.25
2010,2,6,78.4
2010,2,7,77.47
2010,2,8,54.59
2010,2,9,51.8
2010,2,10,82.22
2010,2,11,90.09
2010,2,12,62.58
2010,2,13,57.23
2010,2,14,84.37
2010,2,15,89.59
2010,2,16,72.98
2010,2,17,93.04
2010,2,18,95.96
2010,2,19,98.23
2010,2,20,98.52
2010,2,21,97.27
2010,2,22,88.68
2010,2,23,77.97
2010,2,24,97.52
2010,2,25,91.95
2010,2,26,100.55
2010,2,27,97.68
2010,2,28,103.23
2010,3,1,97.0
2010,3,2,107.9
2010,3,3,90.54
2010,3,4,100.38
2010,3,5,107.38
2010,3,6,74.54
2010,3,7,108.95
2010,3,8,114.26
2010,3,9,110.11
2010,3,10,109.91
2010,3,11,110.87
2010,3,12,112.38
2010,3,13,111.73
2010,3,14,110.96
2010,3,15,113.55
2010,3,16,109.62
2010,3,17,108.22
2010,3,18,108.04
2010,3,19,110.6
2010,3,20,113.34
2010,3,21,113.42
2010,3,22,115.82
2010,3,23,117.39
2010,3,24,117.35
2010,3,25,91.25
2010,3,26,112.71
2010,3,27,111.39
2010,3,28,123.8
2010,3,29,122.96
2010,3,30,115.0
2010,3,31,112.94
2010,4,1,118.42
2010,4,2,126.15
2010,4,3,122.47
2010,4,4,126.38
2010,4,5,121.12
2010,4,6,129.44
2010,4,7,132.05
2010,4,8,125.43
2010,4,9,110.71
2010,4,10,129.4
2010,4,11,125.82
2010,4,12,126.29
2010,4,13,125.02
2010,4,14,134.54
2010,4,15,129.05
2010,4,16,127.19
2010,4,17,122.1
2010,4,18,116.52
2010,4,19,108.52
2010,4,20,117.83
2010,4,21,114.02
2010,4,22,113.23
2010,4,23,117.46
2010,4,24,132.48
2010,4,25,130.23
2010,4,26,131.08
2010,4,27,123.66
2010,4,28,109.78
2010,4,29,119.32
2010,4,30,112.61
2010,5,1,102.37
2010,5,2,123.99
2010,5,3,107.18
2010,5,4,123.77
2010,5,5,104.7
2010,5,6,110.27
2010,5,7,115.24
2010,5,8,136.13
2010,5,9,132.02
2010,5,10,138.76
2010,5,11,137.95
2010,5,12,140.08
2010,5,13,136.0
2010,5,14,106.38
2010,5,15,111.01
2010,5,16,138.78
2010,5,17,138.64
2010,5,18,124.72
2010,5,19,129.53
2010,5,20,136.34
2010,5,21,146.01
2010,5,22,142.39
2010,5,23,128.94
2010,5,24,132.82
2010,5,25,141.32
2010,5,26,141.84
2010,5,27,135.19
2010,5,28,114.38
2010,5,29,108.86
2010,5,30,117.83
2010,5,31,140.11
2010,6,1,139.61
2010,6,2,119.53
2010,6,3,106.12
2010,6,4,125.39
2010,6,5,111.88
2010,6,6,115.99
2010,6,7,111.33
2010,6,8,135.52
2010,6,9,136.44
2010,6,10,140.18
2010,6,11,143.98
2010,6,12,142.59
2010,6,13,137.74
2010,6,14,141.41
2010,6,15,131.94
2010,6,16,58.43
2010,6,17,138.18
2010,6,18,137.26
2010,6,19,132.54
2010,6,20,126.55
2010,6,21,125.08
2010,6,22,120.87
2010,6,23,108.33
2010,6,24,103.8
2010,6,25,116.62
2010,6,26,119.88
2010,6,27,129.09
2010,6,28,105.2
2010,6,29,122.07
2010,6,30,111.98
2010,7,1,98.49
2010,7,2,102.47
2010,7,3,132.95
2010,7,4,126.12
2010,7,5,83.43
2010,7,6,69.57
2010,7,7,134.01
2010,7,8,128.13
2010,7,9,113.62
2010,7,10,83.39
2010,7,11,90.39
2010,7,12,72.74
2010,7,13,120.09
2010,7,14,103.09
2010,7,15,81.64
2010,7,16,95.41
2010,7,17,63.65
2010,7,18,75.49
2010,7,19,13.16
2010,7,20,60.97
2010,7,21,85.19
2010,7,22,91.19
2010,7,23,73.98
2010,7,24,84.73
2010,7,25,121.7
2010,7,26,108.96
2010,7,27,38.64
2010,7,28,113.3
2010,7,29,124.27
2010,7,30,86.04
2010,7,31,96.8
2010,8,1,112.83
2010,8,2,111.2
2010,8,3,115.34
2010,8,4,103.88
2010,8,5,70.2
2010,8,6,130.23
2010,8,7,125.34
2010,8,8,123.84
2010,8,9,111.96
2010,8,10,99.3
2010,8,11,55.83
2010,8,12,108.0
2010,8,13,91.94
2010,8,14,111.88
2010,8,15,84.94
2010,8,16,108.65
2010,8,17,76.55
2010,8,18,56.65
2010,8,19,63.79
2010,8,20,92.59
2010,8,21,56.95
2010,8,22,55.74
2010,8,23,64.05
2010,8,24,74.98
2010,8,25,71.63
2010,8,26,82.93
2010,8,27,99.28
2010,8,28,80.39
2010,8,29,105.34
2010,8,30,103.68
2010,8,31,107.2
2010,9,1,106.7
2010,9,2,96.77
2010,9,3,58.91
2010,9,4,78.02
2010,9,5,43.59
2010,9,6,51.95
2010,9,7,46.2
2010,9,8,111.81
2010,9,9,102.6
2010,9,10,89.06
2010,9,11,82.7
2010,9,12,74.37
2010,9,13,102.86
2010,9,14,80.94
2010,9,15,62.09
2010,9,16,67.47
2010,9,17,48.49
2010,9,18,56.8
2010,9,19,82.68
2010,9,20,82.22
2010,9,21,66.05
2010,9,22,105.26
2010,9,23,59.31
2010,9,24,86.41
2010,9,25,108.27
2010,9,26,104.75
2010,9,27,107.56
2010,9,28,110.68
2010,9,29,110.55
2010,9,30,108.12
2010,10,1,105.26
2010,10,2,102.5
2010,10,3,104.04
2010,10,4,101.4
2010,10,5,99.84
2010,10,6,102.04
2010,10,7,102.06
2010,10,8,95.12
2010,10,9,87.46
2010,10,10,85.19
2010,10,11,86.75
2010,10,12,89.14
2010,10,13,97.51
2010,10,14,102.79
2010,10,15,105.05
2010,10,16,100.89
2010,10,17,87.7
2010,10,18,81.44
2010,10,19,74.24
2010,10,20,89.6
2010,10,21,68.15
2010,10,22,56.45
2010,10,23,81.88
2010,10,24,92.1
2010,10,25,96.04
2010,10,26,92.88
2010,10,27,89.24
2010,10,28,88.57
2010,10,29,91.91
2010,10,30,89.02
2010,10,31,81.73
2010,11,1,85.41
2010,11,2,85.88
2010,11,3,79.21
2010,11,4,70.75
2010,11,5,66.19
