Latitudes
22.996761143662717
22.9734202131772
22.950083312925667
22.950083312925667
22.9734202131772
22.996761143662717
23.020098041925937
22.97341215270971
22.926742384425438
22.926742384425438
22.97341215270971
23.020098041925937
